label,cityLabel
九龙佩,Q15925509
喜盈门,Q15927169
我知道,Q15925921
没事儿偷着乐,Q15928332
玉女添丁 (1968年電影),Q15927414
痴心的我 (電影),Q15925913
眠狂四郎卍字斬,Q15925393
美丽的囚徒,Q15925490
邊緣人,Q15926101
领导人是怎样炼成的,Q15928754
顽主,The Troubleshooters
SOS：海上婦女,S.O.S Mulheres ao Mar
冠军歌王,Kara King
2014年香港一週票房冠軍,Q15925098
奔跑吧，自行車,Q15927701
怕羞的黄莺,Q15926940
拔一條河,Q15925811
白色酢漿草,Q15925158
眠狂四郎勝負,Q15925454
眠狂四郎魔性劍,Q15924948
野山,Q15926072
2005年香港電影金紫荊獎,Q15924918
眠狂四郎炎情劍,Q15925144
等候董建華發落,Q15925289
這個夏天有異性,Q15927415
金色的海螺,Q15927402
錯點鴛鴦 (電影),Q15927218
陸軍中野學校 雲一號指令,Q15927072
难忘的战斗,Q15925213
鬼馬飛人,Q15927401
心鎖,Desire
巫山云雨,Rain Clouds over Wushan
未发现的中国,Untamed China
王牌 (電影),Who Is Undercover
绣春刀,Brotherhood of Blades
美姐,Q15925276
藍江傳之反飛組風雲,Q15926074
谁唱得最好,Q15925306
南郭先生,Q15927365
渔童,Q15926731
火童,Q15928600
百分百感覺2003,Q15927665
眠狂四郎圓月斬,Q15926271
西厢艳谈,Q15927812
不見,Q15927885
人間喜劇 (2001年電影),Q15926085
夢回鹿鼎記,Q15927782
小鲤鱼跳龙门,Q15927505
朱秀華借屍還魂,Q15927089
灰机灰机,Q15924841
現代豪放女,Q15925666
穆桂英挂帅,Q15925163
編笠權八,Q15926117
胖嫂回娘家,Q15928737
超级肥皂,Q15925844
轟天綁架大富豪,Q15926334
鐵血騎警II朋黨,Q15925271
长发妹,Q15927378
開心巨無霸,Q15925009
阿金,Q15928688
靚足100分,Q15927524
西风烈 (2010年电影),Wind Blast
小鬼头上的女人,Q15902110
开心宝贝,Q15901601
牽阮的手,Q15903714
生日快樂,Q15900206
穿在中途島,Q15904325
等我愛你,Q15906362
躲貓貓 (電視劇),Q15902724
隱婚男女,Q15903971
雞排英雄,Q15904094
2012来了,Q16077929
只要一分鐘,Q16077868
腳趾上的星光,Q16077828
爱爱囧事,Love Story
神通乡巴佬,Jack of All Trades
金橘 (电影),Tangerines
光輝歲月 (電影),7 Assassins
天后之戰,Faithball
李碧華鬼魅系列,Tales from the Dark 1
痞子英雄首部曲：全面開戰,Black & White Episode I: The Dawn of Assault
球來就打,Viva Baseball
窃听风云3,Overheard 3
稻草人 (電影),Strawman
逗陣ㄟ,Get Together
斗爱,Duel For Love
冰雪11天,The Next 11 Days
古庙倩魂,Spirit in an Old Temple
朝内81号,The House That Never Dies
等一個人咖啡,Café. Waiting. Love
白米炸彈客,The Rice Bomber
賭聖2：街頭賭聖,The Saint of Gamblers
換命法則,Self/less
世界第一麥方,27°C – Loaf Rock
两天一夜,"Two Days, One Night"
四大名捕II,The Four II
在水一方,The Unforgettable Character
大稻埕 (電影),Twa-Tiu-Tiann
犀利人妻最終回：幸福男·不難,'' The Fierce Wife Final Episode ''
翻滾吧！阿信,Jump Ashin!
巴巴杜,The Babadook
不肯去观音,Avalokitesvara
一个人的武林,Kung Fu Jungle
寒夜青灯,Blue Lamp in a Winter Night
金瓶风月,"The Golden Lotus ""Love and Desire"""
月朦胧鸟朦胧,Q15903741
子弹,Bullet
坚不可摧,Unbroken
魔比斯环,Q15906072
公平竞赛,Fair Play
奪魂鋸8,Jigsaw
台灣黑狗兄,Q15921184
潘金莲 (1964年电影),Q15904877
燃燒吧！歐吉桑,Q15904793
異靈七殺,Q15904266
省港旗兵4,Q15902193
聽見下雨的聲音,Q15900718
貧民英雄,Q15904382
鎧甲勇士之帝皇俠,Q15899942
鐵獅玉玲瓏 (電影),Q15903558
閃電騎士大戰地獄軍團,Q15902884
阿爸 (電影),Q15905391
譚美 (電影),Tammy
性感都市,Q16078798
赤裸红唇,Conspiracy
2010年電影,Q15898891
冬眠,Winter Sleep
钱学森 (电影),Hsue-shen Tsien
阿嬤的夢中情人,Hollywood Taiwan
三笑,Three Charming Smiles
失戀急讓,Temporary Family
旺角馬場,Sex for Sale
陰陽界,Blood Reincarnation
爆裂鼓手,Whiplash
我是一片雲,Q15903728
港都,Q15907285
球愛天空,Q15904084
第12届中国电影华表奖,Q15904430
第56屆亞太影展,Q15903104
第一大总统,Q15905108
筑梦2008,Q15904064
花花型警,Q15905176
諸葛四郎,Q15900192
變羊記,Q15903516
魔法阿媽,Q15904177
露西,Lucy
夜之女,Q16078064
月球漫步者,Q16075080
白蛇大闹天宫,Q16077956
背起爸爸上学,Q16078489
阿爸的情人,Q16077999
控制,Control
墨攻 (電影),A Battle of Wits
便利人生,Q15904006
台北異想,Q15903225
寶島大爆走,Q15906006
愛情無全順,Q15904358
疯狂的蠢贼,Q15903287
第10届中国电影华表奖,Q15906192
第11届中国电影华表奖,Q15905390
第15届中国电影华表奖,Q15903015
花心大少,Q15921240
跳舞時代,Q15904383
古墓荒斋,Q16078642
縣道184之東,Q16077823
宫锁沉香,The Palace
万箭穿心,Feng Shui
向陽處的她,Girl in the Sunny Place
懲戒者,Days of Wrath
獸電戰隊強龍者 VS Go Busters 恐龍大決戰！ 再見永遠的朋友啊,Zyuden Sentai Kyoryuger vs. Go-Busters: The Great Dinosaur Battle! Farewell Our Eternal Friends
终结者：创世纪,Terminator Genisys
偷心賊,Steal My Heart
倩女失魂,Q16078225
喜愛夜蒲3,Lan Kwai Fong 3
志氣,Step Back to Glory
甲方乙方,The Dream Factory
當愛來的時候,When Love Comes
穿越101,Traversal 101
親愛的 我想告訴你,The Regret
茅山道人,Demon Strike
特纳先生,Mr. Turner
夺命心跳,The Devil Inside Me
恶女列传之板凳皇后,Bad Girl Trilogy
暴走妈妈,Only Walk
慾見包法利夫人,Madame Bovary
夜行者,Nightcrawler
5月天諾亞方舟,Q15898349
杀戒,Q15903469
機動戰士Z GUNDAM劇場版,Q15896563
爱情真可怕,Q15921281
白天的星星,Q15903415
第13届中国电影华表奖,Q15903868
第14届中国电影华表奖,Q15903852
自梳 (電影),Q15906979
蝴蝶夢-梁山伯與祝英台,Q15903580
變身 (電影),Q15899550
阿信 (電影),Q15902721
人型海象,Tusk
2014年香港週末票房冠軍,Q16078835
粉红女郎·爱人快跑,Q16078321
賽鴿風雲,Q16077983
2013年华语电影传媒大奖,Q15903301
东京少年,Q15905336
初恋未满,Q15902887
卖花姑娘 (电影),Q15905941
假如我是武松,Q15934894
张飞审瓜,Q15932933
無名家族,Q15935235
無敵老夫子新傳,Q15935363
相愛的七種設計,Q15932031
补票,Q15932019
长在屋里的竹笋,Q15933917
长大尾巴的兔子,Q15935380
长大成人,Q15933346
救薑刑警,Clean My Name
長城外,Outside the Great Wall
3橘之戀,Q15936155
一个新足球,Q15934398
山羊和狼,Q15932473
愛上9號球,Q15933872
抬驴,Q15935931
机智的山羊,Q15932251
清官難審,Q15933298
爸爸節的禮物,Q15931898
阿貴槌你喔,Q15933721
麦克白,Macbeth
神探朱古力,Chocolate Inspector
2001年香港電影金紫荊獎,Q15932680
半夜鸡叫,Q15933710
大奖章,Q15933438
夸口的青蛙,Q15932149
差不多,Q15932856
我是隻小小鳥,Q15935245
我的朋友小海豚,Q15932993
新装的门铃,Q15933027
汉字五千年,Q15936371
画中人,Q15932382
盲女与狐狸,Q15933004
空中花園 (電影),Q15932242
綠的海平線,Q15936223
骄傲的将军,Q15936251
飄 (紀錄片),Gone with the Wind
愛出貓,Trick or Cheat
陸軍中野學校 開戰前夜,Q15932301
拔萝卜,Q15935523
第三位影武者,Q15936519
老虎学艺,Q15936974
聪明的鸭子,Q15933752
錦繡前程 (1994年電影),Q15934883
雪孩子,Q15934292
三个邻居,Q15932505
公主的诱惑,Q15932108
報告典獄長,Q15932000
小猫钓鱼,Q15935173
木头姑娘,Q15933675
没牙的老虎,Q15932965
無毒不丈夫,Q15932989
红珊瑚 (电影),Q15935776
蓝色矢车菊,Q15936499
隔窗有眼,Q15935276
热血青年,New Blood
炮制女朋友,My Dream Girl
衝擊天子門生,Hong Kong Godfather
十二夜,Twelve Nights
小蛋壳,Q15929138
猴子捞月,Q15928755
猴子钓鱼,Q15931313
眠狂四郎多情劍,Q15929369
砍柴姑娘,Q15929898
兄弟 (1986年電影),Brotherhood
醉餓遊戲 (2014年電影),The Hungover Games
2002年香港電影金紫荊獎,Q15930509
人参娃娃,Q15930276
崂山道士,Q15930046
星际迷航3,Q15929448
百年好合,Q15928964
真假李逵,Q15930158
眠狂四郎女地獄,Q15929035
老狼请客,Q15930627
賭徒一代之不動血祭,Q15928931
辛弃疾铁血传奇,Q15929998
追女三十六房,Q15929038
咕咚来了,Q15930554
囧探佳人,Q15929408
夹子救鹿,Q15928946
秋喜,Q15929968
花木兰 (豫剧),Q15929065
陸軍中野學校 密命,Q15929128
陸軍中野學校 龍三號指令,Q15928761
雕龙记,Q15931002
靈狐,Q15931481
真愛100天,100 Days
追爱总动员,Falling In Love
紙之月,Pale Moon
心花路放,Breakup Buddies
重案黐孖GUN,Heat Team
金馆长对金馆长对金馆长,Master KIMs
絕種好男人,Q15930952
303 (紀錄片),Q15930661
不怕冷的大衣,Q15930845
大鸿米店,Q15930069
柯南vs基德 鯊魚和珠寶,Q15929755
狐狸列那,Q15931485
玉女添丁 (2001年電影),Q15929718
百分百感覺2,Q15931492
禁色 (電影),Q15928990
緣份有Take 2,Q15930749
草人,Q15931055
荒宅勿入,Q15931277
賭注之劍,Q15930688
龟猴分树,Q15931661
不准掉頭,No U-Turn
车在囧途,The Unfortunate Car
雨過天晴 (電影),Q15915185
倒數行動,Survivor
Live In Copenhagen,Q15939795
孔雀王朝 (電影),Q15938486
新村1949,Q15938682
蹦蹦一串心,Q15941537
心寒 (電影),Shiver
神奇,Amazing
楼 (电影),The House
無人出席的告別式,Still Life
南征北战,Q15940012
薩爾瓦多日記,Q15916192
风流三侠,Q15951091
馬哥波羅 (電影),Q15915365
最后的战争 (电影),Outcast
逃獄風雲,Holiday
末日崩塌,San Andreas
向日葵 (韓國電影),Sunflower
哥本哈根 (2014年電影),Copenhagen
安娜贝尔,Annabelle
聖母峰,Everest
平成騎士對昭和騎士 假面騎士大戰feat.超級戰隊,Heisei Riders vs. Shōwa Riders: Kamen Rider Taisen feat. Super Sentai
金雞SSS,Golden Chicken 3
33：重生奇蹟,The 33
真的有天堂,Heaven Is for Real
血染黑暗谷,The Dark Valley
我在路上最爱你,On the Way
天空之蜂,The Big Bee
灵蛇爱,Snake Lady
英烈千秋,Everlasting Glory
五百萬美金男子漢,A Millionaire on the Run
五心合唱團,The Five Heartbeats
魔法老师,Absolutely Anything
青春 (韓國電影),Plum Blossom
魔字鬼談,The Scribbler
機器人戰警,Android Cop
小男孩與奇幻世界,The Boy and the World
灯光之外,Beyond the Lights
冰血奇緣,Dead Snow: Red vs. Dead
白日焰火,"Black Coal, Thin Ice"
猩紅山峰,Crimson Peak
國定殺戮日：無法無天,The Purge: Anarchy
撒嬌女人最好命,Women Who Flirt
窗外,Outside the Window
金田一少年之事件簿 (電影),Shanghai Mermaid Legend Murder Case
危險的傳聞,Tabloid Truth
白发魔女传之明月天国,The White Haired Witch of Lunar Kingdom
復仇者聯盟機密任務：黑寡婦與制裁者,Avengers Confidential: Black Widow & Punisher
去見小洋蔥的母親,Pecoross' Mother and Her Days
天降之物Final 永遠的我的鳥籠,Sora no Otoshimono Final: Eternal My Master
燦爛時光,The Best of Youth
八百壮士,800 Heroes
香港仔,Aberdeen
忐忑,"As Above, So Below"
2004年香港電影金紫荊獎,Q15949178
三十六个字,Q15938093
化骨龍與千年蟲,Q15938106
喵呜是谁叫的？,Q15939736
寒煙翠,Q15914238
强者上钩,Q15938884
港督最後一個保鑣,Q15916555
濠情歲月,Q15938231
牛鬼蛇神 (电影),Q15915059
王老五 (电影),Q15915250
眠狂四郎惡女狩獵,Q15915033
第4回日本電影金像獎,Q15942031
紅孩兒：決戰火焰山,Q15946027
練戀舞,Q15943105
艾草 (公視人生劇展),Q15915379
蝴蝶盃 (1965年電影),Q15914629
赖小子,Q15949768
金玉良缘红楼梦,Q15914723
非常大总统 (电影),Q15956080
鬼出嫁,Q15914086
偽善者,The Fake
I型起源,I Origins
地铁莎蒂,Subway Sadie
貓侍,Nekosamurai
至暴之年,A Most Violent Year
高舉·愛,Love Lifting
英雄·喋血,72 Heroes
居住正義,99 Homes
小蝙蝠俠：開戰時刻,Batkid
我們善姬,Our Sunhi
歸天圖,The Gate of Destiny
大愛晚成,Laggies
總舖師,Zone Pro Site
利维坦,Leviathan
歸來的獸電戰隊強龍者 100 Years After,Q15725774
地心冒險3：飛向月球,Q15938089
夢幻部落,Q15914134
我和他的99天,Q15916296
梅蘭菊竹,Q15938528
湘江北去,Q15914747
湯瑪士小火車電影版 藍山礦場的祕密,Q15915501
溶屍奇案,Q15914283
燈草和尚 (電影),Q15914024
甜心粉絲王,Q15915359
眼淚 (電影),Q15914314
石碇的夏天,Q15915192
破曉決死鬥,Q15941735
罪孽成佛,Q15916396
追男仔,Q15915282
金瓶梅 (1955年电影),Q15914855
鑑真大和尚,Q15938940
青蛙王子 (電影),Q15914746
香港重案實錄之西環浮屍,Q15914555
騙財騙色,Q15915507
間諜利哲鎮,Q16176372
我的殭屍女兒,Maggie
反串仍是愛,Love! Valour! Compassion!
神魔奇緣,The Book of Life
一個夜晚,Q15915120
茱麗葉,Q15916359
董存瑞 (电影),Q15916650
小数点大闹整数王国,Q15942833
殺手假期,Q15944814
經過,Q15940116
超級天兵之機車班長,Q15938245
蛋糕 (電影),Cake
饭局也疯狂,Dinner Party
暗黑街的彈痕,Q16138212
"十三歲少女(Girl Thirteen/열세살, 수아)",The Wonder Years
盜馬記,Horseplay
2015大明星小跟班,Entourage
赤足天使,Barefoot
西門町,Westgate Tango
超級狗狗,Super Buddies
激樂人心,Get on Up
優雅的謊言,Elegant Lies
潘金莲之前世今生,The Reincarnation of Golden Lotus
竹夫人,Madame Bamboo
金大班的最后一夜,The Last Night of Taipan Chin
忌愛,Innocent Thing
阿妮卡,Anikka
阿諛之王,The Suck Up Project
舞力全開5 3D,Step Up All In
山姆的生活,Life According to Sam
青楼十二房,Ancient Chinese Whorehouse
失孤,Lost and Lonely
王者爭霸：荷魯斯之眼,Gods of Egypt
英雄鄭成功,The Sino-Dutch War 1661
脱轨时代,The Old Cinderella
宮女 (2007年電影),Shadows in the Palace
财神到,Here Comes Fortune
永遠的帝國,The Eternal Empire
獵豔,Zoom Hunting
Another,Q16138213
打雀英雄傳 (1981年電影),Q15915577
親愛的奶奶,Q15914124
1997年香港電影金紫荊獎,Q16321622
卡蘿 (電影),Carol
廷巴克图 (电影),Timbuktu
梅西的詛咒 (2014年電影),Mercy
外星人 (2014年電影),Extraterrestrial
捍衛任務,John Wick
艾拉女士,Q15810368
無限復活,Second Time Around
王子 (電影),The Prince
1998年香港電影金紫荊獎,Q16321623
2014年英國週末票房冠軍列表,Q16321656
第1届波士顿在线影评人协会奖,Q16321612
巴黎電幻世代,Eden
间谍,Spy
夜間飛行,Night Flight
分手大师,The Breakup Guru
刺客聶隱娘,The Assassin
卡濟姆·喀拉貝基爾,The Homesman
武士的菜單,A Tale of Samurai Cooking
二樓的惡人,Villain and Widow
慶祝!我們的愛,Viva! Love
棕櫚樹森林,The Windmill Palm Grove
難道不好嗎,Skeletons in the Closet
7步成屍,Contracted
梭哈人生,A Hologram for the King
費里布朗,Filly Brown
青春勿語,Han Gong-ju
哭泣的男人,No Tears for the Dead
蹴鞠,Kick Ball
谁说我们不会爱,Unexpected Love
小淘氣尼古拉的假期,Nicholas on Holiday
非常4女婿,Qu'est-ce qu'on a fait au Bon Dieu?
人間中毒,Obsessed
吉科爾 (1982年電影),Gikor
万家灯火,Glittering Days
卫星男孩,Satellite Boy
攢錢羅曼史,Penny Pinchers
豪情3D,Naked Ambition 2
金盞花大酒店2,The Second Best Exotic Marigold Hotel
前任攻略,Ex-Files
拯救聖誕節,A Merry Friggin' Christmas
大丈夫日記,Diary of a Big Man
拳力遊戲,Big Match
童僧,A Little Monk
地道战,Tunnel War
獄前教育,Get Hard
林中小屋 (2014年电影),The Cabin in the Mountains
半輪黃日,Half of a Yellow Sun
河的第三邊,The Third Side of the River
往十里 (電影),Q16190680
新赌国仇城,Q16321603
死亡占卜,Ouija
甜蜜的謊言,Lost and Found
慈母多惡兒,Mommy
嚮往,Yearning
桑巴 (2014年電影),Samba
時尚王,Fashion King
殺人天使,Accused
另一個我,Another Me
廣播歲月,Radio Dayz
詭書,Bestseller
美國心風暴,American Pastoral
家族 (2004年電影),A Family
Truck(卡車),The Truck
男人使用說明書,How to Use Guys with Secret Tips
陌生之地,Strangerland
大话天仙,Just Another Margin
只是個孩子,Obvious Child
死黨們,Flock of Dudes
光植的弟弟光泰,When Romance Meets Destiny
夜行獵人,The Night Crew
愛的真命天子,Prem Ratan Dhan Payo
時空永恆的愛戀,The Age of Adaline
狮神决战,The Lion Men
美術館時光,Museum Hours
飛上去，企鵝,Fly Penguin
寻找刘三姐 (电影),A Singing Fairy
惊天绑架团,Kidnapping Freddy Heineken
HK 瘋狂假面,Hentai Kamen
鱷魚的黃眼睛,Les Yeux jaunes des crocodiles
偷車賊 (電影),Stealing Cars
小楼的奇幻生活,Lou ! Journal infime
暗魔怨,The Damned
三毛流浪记,The Adventures of Sanmao the Waif
FAIRY TAIL,Q16510277
海霧,Haemoo
莫哈維沙漠 (電影),Mojave
2007年香港電影金紫荊獎,Q16321638
我和我,Q16724611
四 (2012年電影),Four
自由的我,Libera Me
斯派克島冒險之旅,Spike Island
鈍感之愛,Anesthesia
少年有問題,Behavior
邪靈誘罪,Regression
我想念我自己,Still Alice
吉科爾 (1934年電影),Gikor
亂世水唬傳,Battlefield Heroes
90分鐘,90 Minutes
如果我留下,If I Stay
奇迹,The Wonders
归来,Coming Home
1999年香港電影金紫荊獎,Q16321624
2003年香港電影金紫荊獎,Q16321637
2013年法國一周票房冠軍列表,Q16321650
冏男孩的異想世界,Q16305440
他,Him
皇室奇遇記,Khoobsurat
滅門慘案之孽殺,Daughter of Darkness
西遊,Journey to the West
乾旦路,My Way
陡岸凶殺案,Cut Bank
微光復仇,The Dying of the Light
喬凡尼的島,Giovanni's Island
榮耀的代價,The Price of Fame
我喜歡的是他,A Perfect Match
泰山的復仇,Tarzan's Revenge
天有眼,Comeuppance
D車頭,The D Train
俠女：劍之記憶,Memories of the Sword
失憶𠝹女王,"Why Me, Sweetie?!"
梅格漢的心靈鑰匙,Manglehorn
鬼馬智多星,All the Wrong Clues for the Right Solution
畸形 (電影),The Anomaly
女子漢的顛倒性世界,Jacky in Women's Kingdom
緊張大師,Supercondriaque
后备空姐,The Cabin Crew
神秘追随,It Follows
解密風暴 (2015年電影),The Clearstream Affair
高富帥俱樂部,The Riot Club
丹尼爾與安娜,Daniel & Ana
咫尺之間,"Come, Closer"
Mr. Idol愛回歸,Mr. Idol
北極熊諾姆,Norm of the North
第十一個媽媽,Eleventh Mom
詹姆士 (電影),Jamesy Boy
結婚前夜,Marriage Blue
無顏美女,The Hypnotized
郡守與里長,Small Town Rivals
三心一意,3 Hearts
废柴特工,American Ultra
性爱录影带,Sex Tape
第二扇窗,Still the Water
七個隱形人,Seven Invisible Men
魔警,That Demon Within
性愛治療室,The Missionaries
婚禮之後,After the Banquet
麦克法兰,"McFarland, USA"
红色娘子军,The Red Detachment of Women
八百鞭子,Q17019248
我叫侯美麗,Q17025270
罪愛,Q16690209
女娲补天,Q16690320
蘭陵王,Q16691017
墮落天使,Fallen
八仙与跳蚤,Q16690274
普通女人,Q16724870
流氓差婆,Q16690458
砂時計,Q16690016
螳螂捕蝉,Q16690069
过猴山,Q16690071
机械姬,Ex Machina
木兰从军,Mulan Joins the Army
遊 (電影),Voyage
怪物,Victor Frankenstein
倾城,Fallen City
小心没有影子的人,Be Careful of No Shadow Man
激浪青春,Breaking The Waves
无形杀,Invisible Killer
上位,Struggle
假装情侣,The Pretending Lovers
时光情书,Timeline Letter Memory
末日寂境,Z for Zachariah
竞雄女侠·秋瑾,Qiu Jin
羅密歐與茱麗葉 (2013年百老匯戲劇),Romeo and Juliet
女子戰隊,Joshi Zu
道士下山,The Monk
怪獸卡車,Monster Trucks
电脑奇侠REBOOT,Kikaider Reboot
伊豆舞孃 (1954年電影),Izu no odoriko
止戰之殤,Armistice
慈母復仇路,Lila & Eve
喧嘩與騷動 (電影),The Sound and the Fury
城市游戏,Urban Games
騷莎大塊呆,Cuban Fury
青春誓言,Testament of Youth
女狙击手,Battle for Sevastopol
夜关门：欲望之花,Door Tonight
再爱我一次·逆爱,Love Me Again：Inverse love
与爱别离,Revenge of the Factory Woman
即日启程,Set Off
邪惡骨血,Wicked Blood
黑仔刑警,A Hard Day
密室之不可告人,Lost in Panic Room
愛情的條件 (1979年電影),Love's Condition
白雪公主殺人事件,The Snow White Murder Case
九個女仔一隻鬼,Nine Girls and a Ghost
开国大典,Q16690360
天仙配,Q16690035
井,Q17016454
陰陽界,Q16690156
妇女参政论者,Suffragette
甜蜜小天使,Q16690044
"红侠,",Q16642308
代課老師,Q16690264
咒丝,Q16690216
天庭外傳,Q16690318
寻找微尘,Q16690130
曉之春,Q16690412
猛鬼大廈,Q16690582
花腰新娘,Q16689764
飛哥正傳,Slice of Life
編劇情緣,The Rewrite
白色榮光,Q16690670
超時空攔截,Predestination
說好的彩色人生,Cores
完美音调2,Pitch Perfect 2
離婚風暴,Gett: The Trial of Viviane Amsalem
云上太阳,Close to the Sun
乐翻天,Happy Hotel
張禧嬪,Jang Hui-bin
感情生活,Life of Sentime
恋爱前规则,My Airhostess Roommate
道熙啊,A Girl at My Door
野草莓,The Wild Strawberries
小星星的心願,Small Voices
去國留聲手足情,Palestine Stereo
校花诡异事件,The Supernatural Events on Campus
粮食,Food
流金歲月,Q16690461
Help!,Q16688399
鹬蚌相争,Q16691462
古博士的新发现,Q17023102
手風琴在路上,Q17025287
Woman (1968年電影),Woman
夜之女王,Queen of the Night
喋喋不休,Talk Talk Talk
骄傲 (电影),Pride
火焰山,Q16690085
午夜逃亡,Midnight Special
欲,Q16690167
愛似朝陽,Fanny
上车，走吧,Q16690245
东郭先生,Q16690057
乾花,Q16690255
功夫棒球,Q16689737
媽祖迺台灣,Q16689887
平壤爆擊隊,Q16725433
春潮,Q16690408
狐狸打猎人,Q16689767
老虎装牙,Q16690881
菸蒂,Q16690970
血战台儿庄,Q16691028
我和你,You and Me
绝命航班,Last Flight
性本無言,The Tribe
一夜成名,One Night To Be Star
標靶,The Target
在那遥远的地方,In That Distant Place
殭屍哪會踢足球,Goal of the Dead
射擊場的小孩,Children of the Firing Range
江湖龙女,Dragon's Love
天山雪,Snow of Tianshan Mountain
女人公敌,Women's Enemy
精舞门,Kung Fu Hip-Hop
邊緣綫,The Boundary
铁人王进喜,Wang Jinxi
帕洛瑪之旅,Road to Paloma
非死不可,Friend Request
善意殺戮,Good Kill
我惊喜,Udivi menya
最佳嫌疑人,The Suspicious
致命闪玩,Deadly Flash Play
网络少年,Intel Younger
馬賽風雲,Marseille - De guerre lasse
跟踪孔令学,Tracks Kong Lingxue
仁穆大妃 (電影),Queen In-mok
依帕內瑪少年,The Boy from Ipanema
放手愛,Let Go for Love
為了皇帝,For the Emperor
沃倫·比蒂未確定專案,Rules Don't Apply
海韻,Rhythm of the Wave
大提琴手高修,Q16689996
愛在他鄉,Brooklyn
拂晓之街,Q16689731
第一次,First Time
过年,Spring Festival
小燕子,Q16690059
小胸維妮的幸福旅程,Q16690339
愛情的剪刀石頭布,Q16690371
抢枕头,Q16690062
神笔,Q16690775
舒克和贝塔,Q16691650
三少爺的劍,Sword Master
绽放,Blossom
牆內的女人,Q16724853
請關燈,Q16724845
期待你長大,Q17239717
鐵板燒,Q17232493
驚奇4超人,Fantastic Four
2030年之水,2030
安樂鄉,Jauja
擒魔传,Q17007835
科技浩劫,Cell
亲爱的,Dearest
走出荒野,Wild
Space Ofera 阿卡魯達,Q17228887
夏之殘戀,Q17229509
星光少女 群星閃耀 星光☆十強,Q17230137
我的希臘甜心,Xenia
死角,Dead End
勝利,Q17277459
派对女孩,Party Girl
勿忘我,Don't Forget Me
怪物遊戲,Goosebumps
超能量戰士,Max Steel
美國狙擊手,American Sniper
愚人的國度,Charlie's Country
大地之鹽,The Salt of the Earth
我的逗比老師,Физрук
紀錄巴黎,Picture Paris
笔仙惊魂3,Death Is Here 3
當我們又在一起,Pretty Ugly People
衝鋒戰警,The Constable
驚叫少女,The Final Girls
帝國夢想,Imperial Dreams
小微風的願望,Life's a Breeze
分歧者2：叛亂者,The Divergent Series: Insurgent
國際恐怖公寓,World Apartment Horror
玄天神劍,Heavenly Sword
神之一手,The Divine Move
羅馬浴場2,Thermae Romae II
飛踢天使,High Kick Angels
衝鋒車,Two Thumbs Up
戰龍在野,Q17000757
超危險特工系列電影,Red
落跑人生,Run
新宿區歌舞伎町保育園,Q17228831
純情的卡門,Q17226547
野玫瑰,Q17039106
盘丝洞,The Cave of the Silken Web
在我走之前,Hello I Must Be Going
謙卑大人物,The Humbling
馬拉喀什奇遇,Beloved Sisters
不道德的禮物,Q17000898
怖偶,Q17001117
自由之聲,Memphis
王朝的女人·杨贵妃,Yang Guifei
實習男生存法則,10 Minutes
撒彈殭屍女,Zombie Women of Satan
一代茶聖千利休,Ask This of Rikyu
紐約愛未眠,Before We Go
秉愛,Bing'ai
即刻救援3,Taken 3
空之境界 第二章 杀人考察（前）,The Garden of Sinners: A Study in Murder – Part 1
溫特的故事：泳不放棄2,Dolphin Tale 2
無名人~某天才科學家的五天生活,Genome Hazard
突變實錄,Afflicted
蟬時雨,The Samurai I Loved
撕票風雲,Black Ransom
业内前五,Top Five
恋上你的床,"Good Times, Bed Times"
狼人戰警,WolfCop
老千：神之手,Tazza 2
青蛙王國,The Frog Kingdom
後會無期,Duckweed
一萬聖徒,Ten Thousand Saints
江之島稜鏡,Enoshima Prism
少女怪談,Mourning Grave
漫步夏威夷,My Hawaiian Discovery
哪啊哪啊神去村,Wood Job!
孤獨的父親,Lonely Father
呢喃語頁,Whispering Pages
超时空救兵,Ultra Reinforcement
地球两万天,"20,000 Days on Earth"
柔軟的生活,It's Only Talk
血腥的寶藏,Harta Berdarah
到不了的地方,Anywhere Somewhere Nowhere
吸血鬼家庭屍篇,What We Do in the Shadows
水印街,Trap Street
凝視動物的100種方式,Bestiaire
I am Ichihashi～直到被逮捕,I Am Ichihashi: Journal of a Murderer
哥底斯堡演说,The Gettysburg Address
反恐999,Triple 9
殭屍教戰守則,Scouts vs. Zombies
百货战警2,Paul Blart: Mall Cop 2
婚姻間奏曲,Paris Follies
摩天樓,High-Rise
青鳥 (2013年電影),Bluebird
沒人瞭解我,Misunderstood
我們家,Q17231324
辣味雙拼,Hot Pursuit
生活残骸,Trainwreck
驚世劫作,The Forger
黑彌撒,Black Mass
老師有問題,The Teacher
震撼擂台,Southpaw
人皮交易,Skin Trade
三不管,Chaos
共犯 (2014年電影),Partners in Crime
姬械叛變,Vice
親密 (2012年電影),Q17231549
好朋友們,Confession
R100 (電影),R100
小英格兰,Little England
失落的部族,The Lost Tribe
禁愛風暴,The Circle
Delete愛人,Delete My Love
摧毀 (電影),Raze
海洋之歌,Song of the Sea
強森好屌,Bad Johnson
奇幻森林,The Jungle Book
三更车库,Midnight Garage
匿名 (電影),Manuscripts Don't Burn
信仰的女人,Women of Faith
星光殺機,Kill Your Friends
單身動物園,The Lobster
犯罪活動 (電影),Criminal Activities
婚礼圣经,Wedding Bible
肉體市場,Flesh Market
芙蓉仙子,Jem and the Holograms
老莫的第二個春天,Old Mao's Second Spring
高跟鞋,Man on High Heels
