label,cityLabel
交錯效應,The Air I Breathe
絳帳海堂春,Born Yesterday
飛龍再生,The Medallion
開麥拉驚魂,Tropic Thunder
瘋狂大賽車,The Great Race
比利小英雄,Pelle the Conqueror
情緣心連心,Return to Me
第十四道門,Coraline
三枪拍案惊奇,A Simple Noodle Story
哥吉拉對黑多拉,Godzilla vs. Hedorah
金鋼狼：武士之戰,The Wolverine
還有一個真人秀「LIVE + DOCUMENTARY」,Q17231352
外太空九号计划,Plan 9 from Outer Space
棕兔,The Brown Bunny
铁甲钢拳,Real Steel
雨中情,It Rains on Our Love
ONE PIECE FILM 強者天下,One Piece Film: Strong World
冬天的骨头,Winter's Bone
紅色小提琴 (1998年電影),The Red Violin
電影情人夢,Rainbow Song
第十一人,They Were Eleven
名偵探柯南：水平線上的陰謀,Detective Conan: Strategy Above the Depths
福爾摩斯,Sherlock Holmes
慾望城市,Sex and the City
淨琉璃,Dolls
亞歷山大·涅夫斯基,Alexander Nevsky
乌云背后的幸福线,Silver Linings Playbook
你好，陌生人,Hello Stranger
二手書之戀,Wilbur Wants to Kill Himself
旅行之歌,Grbavica
暮光之城2：新月,The Twilight Saga: New Moon
犀利人夫,Super
特命戰隊Go Busters VS 海賊戰隊豪快者 THE MOVIE,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie
瘋狂,The Mad
蝙蝠俠,Batman
職業武器,The Profession of Arms
衝鋒陷陣,Remember the Titans
表演时刻,Talentime
英雄,Hero
派拉諾曼：靈動小子,ParaNorman
逃亡大計,Escape Plan
登堂入室,In the House
異形總動員,Virus
虎！虎！虎！,Tora! Tora! Tora!
小婦人 (1933年電影),Little Women
站台 (电影),Platform
《布利特》,Bullitt
名侦探柯南：世纪末的魔术师,Detective Conan: The Last Wizard of the Century
猛鬼屋逐個捉,House on Haunted Hill
錦繡大地 (1958年電影),The Big Country
受生,Begotten
喪爆型警,The Other Guys
家族的國度,Our Homeland
我愛碧咸,Bend It Like Beckham
燙手山芋 (電影),The Hot Potato
雨衣 (電影),Raincoat
战火浮生,The Mission
睡著或醒著的YUKIRIN世界～讓你沉迷喔～,Q17221318
紙人 (2009年電影),Paper Man
菜鳥霹靂膽 (1990年電影),The Rookie
鬼魅,A Tale of Two Sisters
以父之名,In the Name of the Father
當我們黏在一起,Stuck on You
神鬼團隊 (2001年電影),Mean Machine
靈動：鬼影實錄,Paranormal Activity
東京教父,Tokyo Godfathers
俠骨柔情,My Darling Clementine
雷蒙·斯尼奇的不幸历险,Lemony Snicket's A Series of Unfortunate Events
再單身遊記,Eat Pray Love
四大漢,Silverado
窗台上的男人,Man on a Ledge
街頭痞子,8 Mile
克勞蒂夫人 (電影),The French Woman
黃飛鴻之三：獅王爭霸,Once Upon a Time in China III
龍的深處：失落的拼圖,Traces of a Dragon
今宵多珍重,Tonight and Every Night
鐵血軍營,The Big Red One
一人息子,The Only Son
沖天大火災,The Towering Inferno
即刻毀滅,Burn After Reading
空山灵雨,Raining in the Mountain
金星戰記,Venus Wars
魔女宅急便,Kiki's Delivery Service
手越增田 2nd LIVE 手越增田的爱,Tegomass 2nd Live: Tegomass no Ai
控方证人,Witness for the Prosecution
黑洞,The Black Hole
兄弟,Brothers
未了情未了,Replay
1st個人LIVE~睡著或醒著的YUKIRIN世界~,Q210775
陋巷春光,Porgy and Bess
火線救援,Man on Fire
了不起的狐狸爸爸,Fantastic Mr. Fox
AAA TOUR 2013 Eighth Wonder,Q17229384
狂野武士,A Knight's Tale
我知道你去年夏天幹了什麼,I Know What You Did Last Summer
人生決勝球,Trouble with the Curve
狼少年,A Werewolf Boy
哈啦上菜,Waiting...
一个男人和一个女人,A Man and a Woman
回到17歲,17 Again
城中頭條,The Talk of the Town
周末同床,Marriage Is a Crazy Thing
非常時期,Harsh Times
敢愛就來,Love Me If You Dare
猛鬼街III,A Nightmare on Elm Street 3: Dream Warriors
生日劊樂,My Soul to Take
美國風情畫,American Graffiti
老師不是人,The Faculty
顛覆瘋雲,What Just Happened
四面夏娃,All About Eve
Sincerely Dears...,Sincerely Dears...
墨水心,Inkheart
野蛮人柯南,Conan the Barbarian
M就是凶手,M
黑湖妖潭,Creature from the Black Lagoon
無名風雲,Anonymous
月光旅程,Moonlight Mile
怪房客,The Tenant
軍火之王,Lord of War
子熊故事,The Bear
非單親關係,The Kids Are All Right
情挑玉女心,Flirting
驚爆13天,Thirteen Days
金色豪門,The House of the Spirits
極速風暴,Rollerball
亞當等大人,Grown Ups
五虎將之決裂,The Tigers
情陷美人魚,Ondine
狙擊生死線,Shooter
樓上鄰居外星人,Aliens in the Attic
三劍俠,The Three Musketeers
弯刀杀戮,Machete Kills
紅氣球之戀,Enduring Love
麵包與玫瑰,Bread and Roses
训练日,Training Day
不死咒怨,The Grudge
星球大戰動畫：複製人戰爭,Star Wars: The Clone Wars
搞事樂園,Adventureland
革命前夕的摩托車日記,The Motorcycle Diaries
愛情最後通牒,Buying the Cow
新選組,Shinsengumi
超人II,Superman II
K-PAX (電影),K-PAX
何處是我家,Nowhere in Africa
油脂,Grease
啟動原始碼,Source Code
你他媽的也是,Y tu mamá también
金剛的逆襲,King Kong Escapes
非洲女王号,The African Queen
極黑之翼,Legend of Lemnear
隱藏攝影機,Caché
巴尼正傳,Barney's Version
關鍵救援72小時,The Next Three Days
王者之心,Tristan & Isolde
资产阶级的审慎魅力,The Discreet Charm of the Bourgeoisie
霍利车行,Holy Motors
索拉里斯星,Solaris
小鬼當家3,Home Alone 3
愛情速可達,Larry Crowne
索羅門與加諾,Solomon & Gaenor
旋律时光,Melody Time
米奇与魔豆,Fun and Fancy Free
時空大聖,The Pagemaster
Perfume 5th Tour 2014『轉轉轉』,Q18989596
鬼馬飛天床,Bedknobs and Broomsticks
Ayumi hamasaki COUNTDOWN LIVE 2014-2015 A Cirque de Minuit ～真夜中のサーカス～,Q19358437
B'z LIVE-GYM Pleasure 2008 -GLORY DAYS-,B'z Live-Gym Pleasure 2008: Glory Days
蓝精灵2,The Smurfs 2
鸦片战争,The Opium War
南方之歌,Song of the South
森林人,The Woodsman
GANTZ,Gantz
亨利當盜,Henry's Crime
嘻哈接班人,Malibu's Most Wanted
弯刀,Machete
指环王：护戒使者,The Lord of the Rings: The Fellowship of the Ring
母獅的牢籠,Lion's Den
油炸綠蕃茄,Fried Green Tomatoes
浪蕩基情70年代,Gay Sex in the 70s
燕山日記,Diary of King Yeonsan
紐澤西愛未眠,Jersey Girl
辣妈辣妹,Freaky Friday
驅·逐,Gran Torino
風雲再起時,Miller's Crossing
魔繭復活,Tale of the Mummy
老人與海(動畫),The Old Man and the Sea
湯姆·瓊斯,Tom Jones
亡命夜巴黎 (1988年電影),Frantic
威龍猛探,The Protector
水銀蒸發令,Mercury Rising
突然某一天4 死亡之林,Dark Forest
親親小媽 (1998年電影),Stepmom
边缘战士 (电影),Raw Deal
金刚,King Kong
同窗的愛,Fucking Åmål
鐵金剛勇戰殺人狂魔,Licence to Kill
靈魂餐廳,Soul Kitchen
秋日之旅,Dreams
生人勿進,Let Me In
健保真要命,Sicko
東與西,East/West
暮色之前,Just Before Nightfall
新铁血战士,Predators
蒸發的摩根夫婦,Did You Hear About the Morgans?
非洲部落,Africa Addio
高度怀疑,Beyond a Reasonable Doubt
致命賭局,The Grifters
魔鬼戰將,Under Siege
超級8,Super 8
科洛弗檔案,Cloverfield
魔鬼接班人,Little Nicky
3Rd個人LIVE ~睡著或醒著的YUKIRIN世界~會讓你更加着迷哦~,Q18651097
佐罗的面具,The Mask of Zorro
鐵金剛大戰金槍客,The Man with the Golden Gun
貧民百萬富翁,Slumdog Millionaire
火星王后,Aelita
金剛復活,King Kong Lives
震撼效應,In the Valley of Elah
CHOICE IS YOURS,Choice Is Yours
地狱盗尸者,"Goke, Body Snatcher from Hell"
愛的祈禱,Begging for Love
劫後昇平,Judgment at Nuremberg
萬花嬉春,Singin' in the Rain
西便制,Seopyeonje
科学怪狗,Frankenweenie
恐龙葛蒂,Gertie the Dinosaur
寵物當家,The Secret Life of Pets
角斗士,Gladiator
幻想曲,Fantasia
神鬼剁手,Chopper
面纱,The Painted Veil
愛在你手心,In Your Hands
超速快感,Fair Game
機械公敵,"I, Robot"
紳士愛美人,Gentlemen Prefer Blondes
立見天國,Paradise Now
絕地奶霸,Big Momma's House
艷賊,Marnie
怪誕屍新娘,Corpse Bride
谁陷害了兔子罗杰,Who Framed Roger Rabbit
午夜守門人,The Night Porter
曼哈頓奇緣,Enchanted
製片人 (電影),The Producers
东京流浪者,Tokyo Drifter
鼠來寶3,Alvin and the Chipmunks: Chipwrecked
阿黛拉的非凡冒险,The Extraordinary Adventures of Adèle Blanc-Sec
火星異魔,Ghosts of Mars
两傻大战科学怪人,Abbott and Costello Meet Frankenstein
驚天奪寶,National Treasure
青春夢裡人,Presque rien
Namie amuro LIVE STYLE 2014,Q18700300
火星任务,Mission to Mars
警察故事續集,Police Story 2
朱花之月,Hanezu
Ayumi hamasaki PREMIUM SHOWCASE ～Feel the love～,Q18235084
海上花,Flowers of Shanghai
十祭,Q19652436
上班女郎,Working Girl
美味關係,Julie & Julia
Ayumi hamasaki DOME TOUR 2001 A,Ayumi Hamasaki Dome Tour 2001 A
齊柏林飛船DVD,Led Zeppelin DVD
孤兒怨,Orphan
洛奇4,Rocky IV
叛逆暗殺,The Assassination of Jesse James by the Coward Robert Ford
美國最後之日,Twilight's Last Gleaming
極地重生,As Far as My Feet Will Carry Me
教父3,The Godfather Part III
吸血鬼就在隔壁,Fright Night
喋血双雄,The Killer
火星人玩轉地球,Mars Attacks!
裸夜,Sawdust and Tinsel
最终幻想VII：降临之子,Final Fantasy VII: Advent Children
窈窕淑女,My Fair Lady
致候吾友,Saludos Amigos
在夜晚 (專輯唱片),On the Night
都會大地,Metroland
沉默的羔羊,The Silence of the Lambs
难以忽视的真相,An Inconvenient Truth
大鼻子情聖,Cyrano de Bergerac
沒問題先生,Yes Man
致命七秒,7 Seconds
凶咒,Nightmare
300壯士：斯巴達的逆襲,300
回归,The Return
天衣無縫,Flawless
狂迷,The Fan
指环王：王者归来,The Lord of the Rings: The Return of the King
战场上的布谷鸟,The Cuckoo
風雲人物,It's a Wonderful Life
假面骑士×假面骑士 Fourze & OOO MOVIE大戰 MEGA MAX,Kamen Rider × Kamen Rider Fourze & OOO: Movie War Mega Max
劇場版 假面騎士OOO WONDERFUL 將軍與21枚核心硬幣,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals
重彈頭,Bullet to the Head
鬼靈精,Dr. Seuss' How the Grinch Stole Christmas
極速秒殺,The Mechanic
羅生門,Rashomon
忘掉負心女,Forgetting Sarah Marshall
九死一生,Dead Tone
恐懼鬥室2,Saw II
絕點緝兇,Vantage Point
醉后大丈夫II,The Hangover Part II
影子大亨,The Hudsucker Proxy
晚安，好运。,"Good Night, and Good Luck."
真愛囧冤家,Four Christmases
青樓紅杏,Un amour de Swann
好萊塢怪物,Hollywood-Monster
星际旅行X：复仇女神,Star Trek: Nemesis
賭命法則,Intacto
亞瑟的奇幻王國：馬塔殺的復仇,Arthur and the Revenge of Maltazard
西班牙三紳士,The Three Caballeros
鼠來寶4,Alvin and the Chipmunks: The Road Chip
歡樂之家,The House of Mirth
鐵血戰士,Predator
追凶30年,Eleni
美國黑幫,American Gangster
天生不是寶貝,Precious
超時空接觸,Contact
王的盛宴,The Last Supper
破繭天魔,Wishmaster
新婚告急,Just Married
色戒 (2001年電影),Samsara
侠盗罗宾汉,The Adventures of Robin Hood
西線無戰事,All Quiet on the Western Front
北非谍影,Casablanca
未来水世界,Waterworld
蝙蝠俠：元年,Batman: Year One
看得见风景的房间 (电影),A Room with a View
深空失忆,Pandorum
摘星奇緣,Notting Hill
第九区,District 9
神奇四俠：銀魔現身,Fantastic Four: Rise of the Silver Surfer
比弗利拜金狗,Beverly Hills Chihuahua
阿達一族2,Addams Family Values
屍纏妖后,Queen of the Damned
複式2人世界,Duplex
迷魂記,Vertigo
埃米爾和小偵探,Emil and the Detectives
猎鹿人,The Deer Hunter
OOO & W - 假面騎士 × OOO × W MOVIE大戰CORE,Kamen Rider × Kamen Rider OOO & W Featuring Skull: Movie War Core
OOO·电王·All Riders Let's Go Kamen Riders,"OOO, Den-O, All Riders: Let's Go Kamen Riders"
紧握生命的希望,Live and Become
阿甘正传,Forrest Gump
千面惡魔,Mephisto
普通嫌疑犯,The Usual Suspects
冷山,Cold Mountain
無盡的愛 (1981年電影),Endless Love
Heima,Heima
狼兄鼠弟,Splitting Heirs
飞行者,The Aviator
英雄們,Arms and the Man
國家寶藏：古籍秘辛,National Treasure: Book of Secrets
明日的記憶,Memories of Tomorrow
夜访吸血鬼,Interview with the Vampire
幸運號歷險記,Lucky Lady
帝國大審判,Sophie Scholl – The Final Days
女人香,Scent of a Woman
第三類接觸,Close Encounters of the Third Kind
黑色芳心,Female Perversions
勇者行动,Act of Valor
夜夜春宵,A Canterbury Tale
威靈頓戰線,Lines of Wellington
悲情城市,A City of Sadness
超速先生,The World's Fastest Indian
米尔克,Milk
先生你哪位,What's Your Number?
博物館驚魂夜,Night at the Museum
天才雷普利,The Talented Mr. Ripley
白头神探3,Naked Gun 33⅓: The Final Insult
靈異生死線,After.Life
马克辛的青年时代,The Youth of Maxim
八美图,8 Women
蓋世奇才,Charlie Wilson's War
慾海慈航,Samaritan Girl
穆赫兰大道,Mulholland Drive
鐵娘子,The Iron Lady
神奇海盗团,The Pirates! In an Adventure with Scientists!
荒野生存,Into the Wild
ALL SINGLES COMPLETE ～10th ANNIVERSARY～,Morning Musume All Singles Complete: 10th Anniversary
十二生肖,Chinese Zodiac
七金屍,The Legend of the 7 Golden Vampires
他們的故事,Some Kind of Wonderful
我愛上流,Fun with Dick and Jane
甜蜜衝擊,Tatarak
辣手警花,The Heat
1408,1408
1984,1984
世界大战,War of the Worlds
甘地傳,Gandhi
羅馬假期,Roman Holiday
蝴蝶梦,Rebecca
象人,The Elephant Man
天兵總動員,Renaissance Man
八百萬種死法,8 Million Ways to Die
傲慢與偏見,Pride & Prejudice
公寓春光,The Apartment
铁翼雄风,Wings
黑獄亡魂,The Third Man
JSA安全地帶,Joint Security Area
盜墓迷城,The Mummy
惡靈線索,The Wicker Man
冒牌貨 (電影),Schtonk!
黑色大理花懸案 (電影),The Black Dahlia
花街神女,Irma la Douce
電影,Doctor in the House
駭速快手,Speed Racer
鐵金剛大戰特務飛龍,The Living Daylights
费城故事,Philadelphia
侏罗纪公园：失落的世界,The Lost World: Jurassic Park
速成男子汉,What a Man
繼承大丈夫,The Descendants
Kis-My-Ft2 Kis-My-MiNT Tour at 東京巨蛋 2012.4.8,Q6612795
A museum ～30th single collection live～,30th Single Collection Live
Ayumi_hamasaki_COUNTDOWN_LIVE_2009-2010_A_〜Future_Classics〜,Ayumi Hamasaki Countdown Live 2009-2010 A: Future Classics
Berryz工房Single V Clips (2),Q10846598
性治療~第四輯~,Q11072726
力挽狂瀾,The Wrestler
洗車場,Car Wash
大地英豪,The Last of the Mohicans
魚,Shiri
惊声尖叫2,Scream 2
搏命一擊,Age of Heroes
法外狂徒,Ned Kelly
一个半骑士,1½ Knights – In Search of the Ravishing Princess Herzelinde
蹺家女聲,The Runaways
離奇偽術家,Gambit
弱点,The Blind Side
陌生的孩子,Changeling
大法師,The Exorcist
魔幻迷宮,Labyrinth
殺戮行動,Killing Them Softly
淫幕初體驗,Zack and Miri Make a Porno
驚弓之鳥,Bird on a Wire
驚爆地鐵,The Yards
即刻救援,Taken
畫意私情,Girl with a Pearl Earring
絕地殺機,Omega Doom
神蹟奇案,Agnes of God
八百子彈,800 Bullets
海啸奇迹,The Impossible
革命之路,Revolutionary Road
龍紋身的女孩 (2009年電影),The Girl with the Dragon Tattoo
奪命狂呼4,Scream 4
摩纳哥王妃,Grace of Monaco
辣妹愛宅男,She's Out of My League
友情晚宴,Airport 1975
捍衛領航員,Airspeed
秘密與謊言,Secrets & Lies
88分鐘,88 Minutes
奪天書,The Book of Eli
幸福终点站,The Terminal
新加坡之路,Road to Singapore
杀手之王,Hitman
美國隊長,Captain America: The First Avenger
蝙蝠侠与罗宾,Batman & Robin
"絢香 LIVE TOUR 2012 ""The beginning""～開始的時刻～",Q2948011
黑與藍 (影像專輯),Black and Blue
Ayumi hamasaki BEST of COUNTDOWN LIVE 2006-2007 A,Q6378212
NEWS LIVE DIAMOND,Q5968886
Vogue Far away SEASONS,Q10853231
我·發電,Q11074710
Namie amuro PLAY tour 2007,"Namie Amuro ""Play"" Tour 2007–2008"
夢,Dreams
奧德·菲爾,Z
厄夜車諾比,Chernobyl Diaries
沈默的羅娜,Lorna's Silence
甜姐兒,Funny Face
秒速5公分,5 Centimeters Per Second
第六感追緝令,Basic Instinct
長毛狗,The Shaggy Dog
曾經。愛是唯一,Once
神劍,Excalibur
午夜巴黎,Midnight in Paris
日瓦戈医生,Doctor Zhivago
狼嚎再起,The Wolfman
雨果,Hugo
在劫难逃,Abduction
歌劇魅影,The Phantom of the Opera
21 世紀灰姑娘,A Cinderella Story
恐懼鬥室3,Saw III
西城故事,West Side Story
鋼鐵人2,Iron Man 2
宮本武藏 一乘寺決鬥,Samurai II: Duel at Ichijoji Temple
老子我最大,Footnote
蜜桃成熟時,The Fruit is Ripe
鐵金剛勇破海底城,The Spy Who Loved Me
魔偶奇譚,Joey
窒息情慾,Breath
澳大利亞,Australia
唐山大地震 (电影),Aftershock
乔布斯,Jobs
少年特工科迪,Agent Cody Banks
城市广场 (电影),Agora
太陽帝國,Empire of the Sun
甜蜜的十一月,Sweet November
警網,Dragnet
怪誕黑家族,Dark Shadows
飛離航道 (1990年電影),Air America
意外的春天,The Sweet Hereafter
渡過黑暗,All Through the Night
歌喉讚,Pitch Perfect
相助,The Help
阴间大法师,Beetlejuice
小塞內加爾,Little Senegal
断箭,Broken Arrow
黑色大理花懸案 (電影),Ghost World
血染雪山堡 (电影),Where Eagles Dare
Tokyo incidents vol.1,Tokyo Incidents Vol. 1
美国往事,Once Upon a Time in America
無限春光在險峰,Zabriskie Point
牙仙,Tooth Fairy
愛情衝昏頭,"Surfer, Dude"
偷吻 (1968年電影),Stolen Kisses
夢幻天堂,Heavenly Creatures
秋光奏鳴曲,Autumn Sonata
盜墓迷城2,The Mummy Returns
關鍵時刻,The Four Feathers
惡之教典,Lesson of the Evil
最愛還是他,Shake It All About
鬼膽神偷,After the Sunset
EXPV 1,EXPV 1
火球,Ball of Fire
法網邊緣,A Civil Action
手越增田 1st LIVE TOUR 2009～手越增田之歌～,Q2898760
大盜五右衛門,Goemon
臥虎藏龍,"Crouching Tiger, Hidden Dragon"
A clips,Q10846406
HAMASAKI AYUMI,Q10847374
性治療~第一輯~,Q11072723
性治療~第三輯~,Q11072724
性治療~第二輯~,Q11072725
A clips vol.2,Q10846407
Berryz工房Single V Clips (1),Q10846597
浴血任務,The Expendables
最後武士,The Last Samurai
亂世忠魂,From Here to Eternity
新特警判官,Dredd
科佩尼克上尉,The Captain from Köpenick
第一滴血續集,Rambo: First Blood Part II
