label,cityLabel,countryLabel
謝夫爾空軍基地,Chièvres Air Base,Belgium
柯枝国际机场,Cochin International Airport,India
因瑟利克空軍基地,Incirlik Air Base,Turkey
克基拉岛扬尼斯·卡波迪斯特里亚斯国际机场,Corfu International Airport,Greece
沈阳桃仙国际机场,Shenyang Taoxian International Airport,People's Republic of China
樂斯拉夫,Wrocław – Copernicus Airport,Poland
亞拉拉特機場,Ararat airport,Australia
愛麗斯泉機場,Alice Springs Airport,Australia
科里揚機場,Corryong Airport,Australia
路易维尔国际机场,Louisville International Airport,United States of America
济宁曲阜机场,Jining Qufu Airport,People's Republic of China
夏洛特道格拉斯國際機場,Charlotte/Douglas International Airport,United States of America
雷诺-太浩国际机场,Reno–Tahoe International Airport,United States of America
雅蒲島國際機場,Yap International Airport,Federated States of Micronesia
拉合尔阿拉马·伊克巴勒国际机场,Allama Iqbal International Airport,Pakistan
昆明巫家坝国际机场,Kunming Wujiaba International Airport,People's Republic of China
图诺什纳机场,Tunoshna Airport,Russia
因斯布魯克機場,Innsbruck Airport,Austria
杜布罗夫尼克机场,Dubrovnik Airport,Croatia
烏拉爾 (哈薩克),Oral Ak Zhol Airport,Kazakhstan
卡拉瓦喬二世國際機場,Il Caravaggio International Airport,Italy
佛洛斯,Nea Anchialos National Airport,Greece
蒙特哥貝,Sangster International Airport,Jamaica
隱岐機場,Oki Airport,Japan
赫维什-巴拉顿国际机场,Sármellék International Airport,Hungary
特里布万国际机场,Tribhuvan International Airport,Nepal
埃爾科島機場,Elcho Island Airport,Australia
珀斯機場,Perth Airport,Australia
溫莎國際機場,Windsor International Airport,Canada
邦美蜀机场,Buon Ma Thuot Airport,Vietnam
阿塔图尔克国际机场,Atatürk International Airport,Turkey
杜塞尔多夫国际机场,Düsseldorf International Airport,Germany
干尼亞揚尼斯·達斯卡洛伊安尼斯國際機場,Chania International Airport,Greece
杭州萧山国际机场,Hangzhou Xiaoshan International Airport,People's Republic of China
埃拉特机场,Eilat Airport,Israel
二月四日国际机场,Quatro de Fevereiro Airport,Angola
馬斯特里赫特,Maastricht Aachen Airport,Netherlands
固原六盘山机场,Guyuan Liupanshan Airport,People's Republic of China
Marina di Campo機場,Marina di Campo Airport,Italy
奧克蘭機場,Auckland Airport,New Zealand
巴黎-博韋,Beauvais-Tillé Airport,France
帕勒莫,Falcone–Borsellino Airport,Italy
巴倫西亞,Manises Airport,Spain
庫內奧國際機場,Cuneo International Airport,Italy
维多利亚国际机场,Victoria International Airport,Canada
Bairnsdale機場,Bairnsdale Airport,Australia
劳德代尔堡－好莱坞国际机场,Fort Lauderdale–Hollywood International Airport,United States of America
埃斯比約機場,Esbjerg Airport,Denmark
波來古機場,Pleiku Airport,Vietnam
靜石飛行場,Jungseok Airport,South Korea
新竹機場,Hsinchu Air Base,Taiwan
