label,cityLabel,countryLabel
空中宫殿,Phimeanakas,Cambodia
石橋 (柬埔寨),Spean Thma,Cambodia
关陵,Guanling Mausoleum,People's Republic of China
貝特謝安,Beit She'an,Israel
万神庙,Pantheon,Italy
罗家角遗址,Luojiajiao,People's Republic of China
塞易斯,Sais,Egypt
阿卜亞內赫,Abyaneh,Iran
奧羅帕斯,Oropos,Greece
Areni-1洞穴群,Areni-1 cave complex,Armenia
乔伊鲁科蒂亚,Khirokitia,Cyprus
普瑪彭古,Pumapunku,Bolivia
多多纳,Dodona,Greece
哥斯達黎加巨型石球,stone spheres of Costa Rica,Costa Rica
帕埃斯图姆,Paestum,Italy
安善,Anshan,Iran
肖维岩洞,Chauvet Cave,France
临汾市,Linfen,People's Republic of China
羅馬國家檔案館,Tabularium,Italy
但城 (古城),Dan,Israel
長岡京,Nagaoka-kyō,Japan
埃什南纳,Eshnunna,Iraq
图拉,Tula,Mexico
迦特,Gath,Israel
蒂蒂瑪,Didyma,Turkey
安提帕底,Antipatris,Israel
艾爾曼特,Hermonthis,Egypt
斯塔比亞,Stabiae,Roman Empire
美山聖地,Mỹ Sơn,Vietnam
王后谷,valley of the Queens,Egypt
阿奎萊亞,Aquileia,Italy
湖田窑,Q1639229,People's Republic of China
炳靈寺石窟,Bingling Temple,People's Republic of China
卡霍基亞遺址,Cahokia,United States of America
雅努斯拱門,Arch of Janus,Italy
德尔斐,Delphi,Greece
塞维安城墙,Servian Wall,Italy
卡拉克穆尔,Calakmul,Mexico
班清,Ban Chiang,Thailand
夏瑣,Tel Hazor,Israel
奎略 (伯利兹),Cuello,Belize
阿尼 (土耳其),Ani,Turkey
艾尔瓦德岛,Arwad,Syria
哈拉夫遗址,Tell Halaf,Syria
利特隆,Liternum,Italy
哈尔克岛,Kharg Island,Iran
霍姆斯,Homs,Syria
拉罕,El-Lahun,Egypt
雅典娜·尼刻神廟,Temple of Athena Nike,Greece
巴戎寺,Bayon,Cambodia
基色,Gezer,Israel
铜绿山古铜矿遗址,Q576097,People's Republic of China
马切罗剧场,Theatre of Marcellus,Italy
安曼城塞,Amman Citadel,Jordan
奥多尼,Adony,Hungary
艾赫米姆,Akhmim,Egypt
阿布拉瓦須,Abu Rawash,Egypt
押沙龙墓,Tomb of Absalom,Israel
阿尔巴朗格,Alba Longa,Italy
阿塔普埃尔卡山,Atapuerca Mountains,Spain
阿伯里圖斯,Abritus,Bulgaria
斐斯托斯,Phaistos,Greece
布拉克墟丘,Tell Brak,Syria
安達拉石洞,Grotta dell'Addaura,Italy
马克森提乌斯和君士坦丁巴西利卡,Basilica of Maxentius,Italy
迦百农,Capernaum,Palestine
亞夫內,Yavne,Israel
丁公遗址,Dinggong,People's Republic of China
德里鐵柱,Iron pillar of Delhi,India
腓立比,Philippi,Greece
奧雪來嘉,Hochelaga,Canada
君士坦丁堡競技場,Hippodrome of Constantinople,Turkey
坎尼,Cannae,Italy
科阿谷和谢加贝尔德的史前岩石艺术地点群,Prehistoric Rock-Art Site of the Côa Valley,Portugal
倫蒂尼恩,Londinium,United Kingdom
索伊斯,Xois,Egypt
博因宫,Brú na Bóinne,Ireland
伊格勒柱,Igel Column,Germany
基比亚,Gibeah,Israel
比莫贝卡特石窟,Bhimbetka rock shelters,India
米拉,Myra,Turkey
高加索的亞歷山卓,Alexandria on the Caucasus,Afghanistan
西夏王陵,Western Xia mausoleums,People's Republic of China
巴肯寺,Phnom Bakheng,Cambodia
二里頭文化,Erlitou culture,People's Republic of China
哈拉和林,Karakorum,Mongolia
阿弗伯利,Avebury,United Kingdom
朱庇特神庙,Temple of Jupiter Optimus Maximus,Italy
圖拉真浴場,Baths of Trajan,Italy
巴拉瓦特,Balawat,Iraq
超戒寺,Vikramaśīla University,India
斯塔里拉斯,Stari Ras,Serbia
玉蟾岩遗址,Yuchanyan Cave,People's Republic of China
秦始皇陵,Mausoleum of the First Qin Emperor,People's Republic of China
塔瑪儂遺址,Thommanon,Cambodia
庫尼亞烏爾根奇,Konye-Urgench,Turkmenistan
城子崖遗址,Chengziya,People's Republic of China
塔逊寺,Ta Som,Cambodia
希梅拉,Himera,Italy
圖拉真市場,Trajan's Market,Italy
塔拉山,Hill of Tara,Ireland
以革伦,Ekron,Israel
失落之城,Ciudad Perdida,Colombia
卡若遗址,Karuo culture,People's Republic of China
须弥山石窟,Xumishan grottoes,People's Republic of China
杜尔·库里加尔祖,Dur-Kurigalzu,Iraq
菲萊,Philae,Egypt
赫拉克来俄波利斯,Herakleopolis Magna,Egypt
美杜姆,Meidum,Egypt
阿卑多斯 (赫勒斯滂),Abydos,Turkey
杜尔舍鲁金,Dur-Sharrukin,Iraq
沃吕比利斯,Volubilis,Morocco
舒鲁帕克,Shuruppak,Iraq
底比斯,Thebes,Egypt
姆那拉,Mnajdra,Malta
波焦马里诺,Poggiomarino,Italy
貝特謝梅什,Beit Shemesh,Israel
牛门洞遗址,Niumendong,People's Republic of China
东湄本寺,East Mebon,Cambodia
赫斯提亞元老院,Curia Julia,Italy
利西馬其亞,Lysimachia,Turkey
巨木陣,Woodhenge,United Kingdom
周口店北京人遗址,Zhoukoudian,People's Republic of China
姜寨遗址,Jiangzhai site,People's Republic of China
利西馬其亞,Lysimachia,Thrace
基里瓜遺址,Quiriguá,Guatemala
KV8,KV8,Egypt
薩伽拉索斯,Sagalassos,Turkey
唐十八陵,Q1721530,People's Republic of China
康家遗址,Kangjia,People's Republic of China
埃特曼安吉,Etemenanki,Iraq
辽阳壁画墓群,Q1727171,People's Republic of China
科克 (柬埔寨),Koh Ker,Cambodia
拉美西姆,Ramesseum,Egypt
亞利桑那號戰艦,USS Arizona,United States of America
石钟山石窟,Shizhongshan Grottoes,People's Republic of China
蘇特卡根多爾,Sutkagan Dor,Pakistan
帕里昂,Parium,Turkey
阿巴厄,Abae,Greece
克诺珀斯,Canopus,Egypt
科洛封,Colophon,Turkey
元老院議事堂,Curia Julia,Italy
塞吉拉,Serjilla,Syria
安迪尔古城遗址,Q491836,People's Republic of China
聖米格爾傳教團,São Miguel das Missões,Brazil
二里岗文化,Erligang culture,People's Republic of China
伊辛,Isin,Iraq
武氏祠,Q2341637,People's Republic of China
昂昂溪遗址,Q530104,People's Republic of China
安德尔纳,Andernach,Germany
阿納克納海灘,Anakena,Chile
班波爾,Banbhore,Pakistan
普拉競技場,Pula Arena,Croatia
宋陵,Q1721528,People's Republic of China
KV4,KV4,Egypt
中国古代瓷窑列表,Q1828306,People's Republic of China
巴米揚大佛,Buddhas of Bamiyan,Afghanistan
皮亞薩,Piasa,United States of America
骊靬村,Liqian,People's Republic of China
碎頭野牛跳崖,Head-Smashed-In Buffalo Jump,Canada
梅肖韦古墓,Maeshowe,United Kingdom
艾米利亚巴西利卡,Basilica Aemilia,Italy
庆州历史遗迹地区,Gyeongju Historic Areas,South Korea
賈湖遺址,Jiahu,People's Republic of China
石化森林國家紀念物,Petroglyph National Monument,United States of America
馬特拉洞窟民居,Sassi di Matera,Italy
塔德拉尔特阿卡库斯,Tadrart Acacus,Libya
國內城,Gungnae Fortress,People's Republic of China
