label,cityLabel,countryLabel
傅子范墓,Q19841759,People's Republic of China
唐崇陵,Q19841776,People's Republic of China
歙州阳宅,Q19841766,People's Republic of China
董仲舒墓,Q15907181,People's Republic of China
龙岗墓群,Q15903791,People's Republic of China
六福墳場,Rookwood Necropolis,Australia
重庆文革墓群,Q11500138,People's Republic of China
北京市福田公墓,Q15909734,People's Republic of China
老山汉墓,Q15902874,People's Republic of China
陈天华、姚宏业墓,Tomb of Chen Tianhua and Yao Hongye,People's Republic of China
禹之谟墓,Tomb of Yu Zhimo,People's Republic of China
永茂陵,Q10375826,People's Republic of China
永阜陵,Q10376035,People's Republic of China
杨洪墓,Q15955869,People's Republic of China
观音阁南朝墓群,Q15953326,People's Republic of China
香港華人基督教聯會薄扶林道墳場,Q15954292,People's Republic of China
詹天佑铜像及墓,Q15901684,People's Republic of China
南越文王墓,Q7253495,People's Republic of China
皇冠山墓地,Crown Hill Cemetery,United States of America
葛成墓,Q16078659,People's Republic of China
赵孟頫墓,Q15953297,People's Republic of China
郭庄楚墓,Q16078673,People's Republic of China
莊陵 (隋朝),Q10506318,People's Republic of China
遼乾陵,Q10553946,People's Republic of China
刘光第墓,Q19841760,People's Republic of China
唐光陵,Q19841775,People's Republic of China
赵抃墓,Q19841758,People's Republic of China
赵登禹将军墓,Q19841771,People's Republic of China
長角塚,Q10564449,People's Republic of China
雍陵 (後唐),Q10565817,People's Republic of China
王仁求碑,Q15903603,People's Republic of China
风篷岭汉墓,Q15910021,People's Republic of China
济南闵子骞墓,Tomb of Min Ziqian,People's Republic of China
聯合國紀念公墓,United Nations Memorial Cemetery,South Korea
染井靈園,Somei Cemetery,Japan
永崇陵,Q10375207,People's Republic of China
永陵 (秦),Q10376105,People's Republic of China
辛亥滦州起义纪念园,Q15955556,People's Republic of China
舜陵,Q10497427,People's Republic of China
神戶市立外國人墓地,Kobe Municipal Foreign Cemetery,Japan
丘逢甲墓,Q10869261,People's Republic of China
明蜀王陵,Q11088189,People's Republic of China
朱庄墓群,Q11093966,People's Republic of China
朱熹墓,Q11094394,People's Republic of China
朱轼墓,Q11094831,People's Republic of China
李氏家族墓地,Q11097142,People's Republic of China
李诫墓,Q11098017,People's Republic of China
果园—新城墓群,Q11107309,People's Republic of China
梁啟超墓,Q11113727,People's Republic of China
歌連臣角火葬場,Q11123005,People's Republic of China
武侯墓,Q11123826,People's Republic of China
汉鲁王墓,Q11133431,People's Republic of China
汤和墓,Q11135969,People's Republic of China
浦城土墩墓群,Q11149038,People's Republic of China
海瑞墓,Q11151152,People's Republic of China
曹操高陵,Cao Cao Mausoleum,People's Republic of China
曹植墓,Tomb of Cao Zhi,People's Republic of China
黄道娘墓,Q11178506,People's Republic of China
明德王墓群,Q11087855,People's Republic of China
